Código;VR respuesta rápida – Solucionada (?5 min);VR respuesta rápida – Revisión profunda / OT CAPITALBUS;Observación estándar – Reporte CAPITALBUS
NVD-614;"[VR-OK] NVD-614 – Condensación recurrente post-lavado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-614 – Condensación recurrente post-lavado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Procedimiento lavado.
Evidencia mínima a adjuntar: Registro.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-614. Novedad: Condensación recurrente post-lavado. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Empañamiento. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-615;"[VR-OK] NVD-615 – Robo de componente
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-615 – Robo de componente
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Hurto.
Evidencia mínima a adjuntar: Foto faltante.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-615. Novedad: Robo de componente. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Faltante. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-700;"[VR-OK] NVD-700 – CMS sin acceso (caído)
Servicio CMS restablecido; acceso y visualización OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-700 – CMS sin acceso (caído)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Servidor caído, red.
Evidencia mínima a adjuntar: Captura error + hora.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-700. Novedad: CMS sin acceso (caído). Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Usuarios no ingresan. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-701;"[VR-OK] NVD-701 – CMS lento
Servicio CMS restablecido; acceso y visualización OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-701 – CMS lento
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Alta demanda, BD.
Evidencia mínima a adjuntar: Hora + pantallazo.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-701. Novedad: CMS lento. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Carga demorada. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-702;"[VR-OK] NVD-702 – Bus duplicado en CMS
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-702 – Bus duplicado en CMS
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Alta errónea.
Evidencia mínima a adjuntar: Captura activos.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-702. Novedad: Bus duplicado en CMS. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Dos activos para mismo bus. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-703;"[VR-OK] NVD-703 – Cámaras mal asociadas
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-703 – Cámaras mal asociadas
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Mapeo incorrecto.
Evidencia mínima a adjuntar: Captura canal vs ubicación.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-703. Novedad: Cámaras mal asociadas. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Canal 1 muestra otra vista. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-704;"[VR-OK] NVD-704 – Sin permisos de usuario
Se actualizan credenciales/permiso y se valida acceso OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-704 – Sin permisos de usuario
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Rol mal asignado.
Evidencia mínima a adjuntar: Captura rol.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-704. Novedad: Sin permisos de usuario. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: No ve buses/cámaras. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-705;"[VR-OK] NVD-705 – Alarmas masivas falsas
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-705 – Alarmas masivas falsas
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Flapping, config.
Evidencia mínima a adjuntar: Export eventos.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-705. Novedad: Alarmas masivas falsas. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Muchos 'video loss'. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-706;"[VR-OK] NVD-706 – No llega notificación de alarma
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-706 – No llega notificación de alarma
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Correo/SMS, config.
Evidencia mínima a adjuntar: Evidencia prueba.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-706. Novedad: No llega notificación de alarma. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Eventos no alertan. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-707;"[VR-OK] NVD-707 – Falla de exportación desde CMS
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-707 – Falla de exportación desde CMS
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Permisos, storage.
Evidencia mínima a adjuntar: Error.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-707. Novedad: Falla de exportación desde CMS. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Descarga no inicia. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-708;"[VR-OK] NVD-708 – Marca de agua ausente en export
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-708 – Marca de agua ausente en export
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Archivo export.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-708. Novedad: Marca de agua ausente en export. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Evidencia cuestionable. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-709;"[VR-OK] NVD-709 – Desfase hora CMS vs NVR
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-709 – Desfase hora CMS vs NVR
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Zona horaria.
Evidencia mínima a adjuntar: Capturas comparativas.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-709. Novedad: Desfase hora CMS vs NVR. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Eventos no coinciden. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-710;"[VR-OK] NVD-710 – No se muestran mapas
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-710 – No se muestran mapas
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): API mapas, llave.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-710. Novedad: No se muestran mapas. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Mapa en blanco. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-711;"[VR-OK] NVD-711 – Integración GPS caída
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-711 – Integración GPS caída
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Servicio GPS.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-711. Novedad: Integración GPS caída. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Buses sin ruta. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-712;"[VR-OK] NVD-712 – Integración telemetría caída
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-712 – Integración telemetría caída
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Servicio.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-712. Novedad: Integración telemetría caída. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: Sin sensores. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-713;"[VR-OK] NVD-713 – Licencias CMS agotadas
Se valida/actualiza licencia y se confirma operación OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-713 – Licencias CMS agotadas
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Licenciamiento.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-713. Novedad: Licencias CMS agotadas. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: No deja registrar. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-714;"[VR-OK] NVD-714 – Registro de auditoría incompleto
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-714 – Registro de auditoría incompleto
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Escalar a soporte CMS (servicios/licencias/base de datos/red). Si se requiere ajuste en bus (mapeo local/acceso físico), coordinar OT correctivo para acceso al vehículo.
Posibles causas (referencia): Logs.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-714. Novedad: Registro de auditoría incompleto. Equipo: CMS / Servidores{/CANAL opcional}. Síntoma reportado: No hay trazabilidad. Categoría: Centro de Gestión (CMS). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-800;"[VR-OK] NVD-800 – Botón de pánico no funciona (si aplica)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-800 – Botón de pánico no funciona (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Cableado, entrada digital.
Evidencia mínima a adjuntar: Captura evento + foto botón.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-800. Novedad: Botón de pánico no funciona (si aplica). Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: No genera evento. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-801;"[VR-OK] NVD-801 – Botón de pánico genera falsos
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-801 – Botón de pánico genera falsos
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Rebote, humedad.
Evidencia mínima a adjuntar: Registro eventos.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-801. Novedad: Botón de pánico genera falsos. Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: Eventos sin pulsación. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-802;"[VR-OK] NVD-802 – Micrófono no funciona
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-802 – Micrófono no funciona
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Mic dañado, entrada.
Evidencia mínima a adjuntar: Prueba audio.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-802. Novedad: Micrófono no funciona. Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: Sin audio. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-803;"[VR-OK] NVD-803 – Altavoz/PA no funciona (si aplica)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-803 – Altavoz/PA no funciona (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Amplificador, cable.
Evidencia mínima a adjuntar: Video prueba.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-803. Novedad: Altavoz/PA no funciona (si aplica). Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: No se oye. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-804;"[VR-OK] NVD-804 – Pantalla/monitor de cabina sin señal
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-804 – Pantalla/monitor de cabina sin señal
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Cable HDMI, monitor.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-804. Novedad: Pantalla/monitor de cabina sin señal. Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: Negro. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-805;"[VR-OK] NVD-805 – Monitor muestra canales erróneos
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-805 – Monitor muestra canales erróneos
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-805. Novedad: Monitor muestra canales erróneos. Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: No coincide. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-806;"[VR-OK] NVD-806 – UPS/Batería backup no sostiene (si aplica)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-806 – UPS/Batería backup no sostiene (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Batería degradada.
Evidencia mínima a adjuntar: Resultado prueba.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-806. Novedad: UPS/Batería backup no sostiene (si aplica). Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: Se apaga al cortar. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-807;"[VR-OK] NVD-807 – Sensor de puerta no reporta (si aplica)
Bus en línea y reportando estable durante la validación.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-807 – Sensor de puerta no reporta (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Cableado, regla.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-807. Novedad: Sensor de puerta no reporta (si aplica). Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: Sin eventos. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-809;"[VR-OK] NVD-809 – Cámara cabina no cubre conductor
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-809 – Cámara cabina no cubre conductor
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Montaje.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-809. Novedad: Cámara cabina no cubre conductor. Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: Ángulo. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-810;"[VR-OK] NVD-810 – Sirena/alarma audible no suena (si aplica)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-810 – Sirena/alarma audible no suena (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Salida digital.
Evidencia mínima a adjuntar: Video prueba.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-810. Novedad: Sirena/alarma audible no suena (si aplica). Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: No activa. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-811;"[VR-OK] NVD-811 – Puerto USB dañado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-811 – Puerto USB dañado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Probar entradas/salidas IO y cableado; calibración/ajuste; prueba controlada con operación; reemplazo de sensor/botonera si se confirma falla.
Posibles causas (referencia): Uso indebido.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-811. Novedad: Puerto USB dañado. Equipo: IO / Sensores{/CANAL opcional}. Síntoma reportado: No reconoce. Categoría: Periféricos / Sensores. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
